what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.epp.usagedata.recording,1.0.1.R200809220400,org.eclipse.epp.usagedata.recording,1245078814582
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1245078820211
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1245078821289
closed,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1245078823040
stopped,bundle,org.eclipse.mylyn.ide.ant,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.ide.ant,1245078858456
stopped,bundle,org.eclipse.ant.ui,3.3.1.v20090120_r342,org.eclipse.ant.ui,1245078858503
stopped,bundle,org.eclipse.mylyn.java.tasks,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.java.tasks,1245078858535
stopped,bundle,org.eclipse.mylyn.java.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.java.ui,1245078858566
stopped,bundle,org.eclipse.jdt.junit,3.4.0.v20080603-2000,org.eclipse.jdt.junit,1245078858581
stopped,bundle,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui,1245078858581
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.100.v20080407-1345,org.eclipse.jdt.apt.ui,1245078858613
stopped,bundle,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui,1245078858863
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.bugzilla.ui,1245078858863
stopped,bundle,org.eclipse.mylyn.ide.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.ide.ui,1245078858910
stopped,bundle,org.eclipse.mylyn.team.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.team.ui,1245078858910
